candidate,seed,shot,category,samples,image_auroc,image_ap,pixel_auroc,pixel_ap,aupro,mean_visual_weight,mean_visual_pixel_weight,text_route_fraction
pixel_only_w15,0,1,metal_plate,97,0.9978331527627302,0.9992488262910798,0.9692975201506434,0.8423125006537273,0.8884821110348786,1.0,1.0,0.0
pixel_only_w25,0,1,metal_plate,97,0.9978331527627302,0.9992488262910798,0.9692975201506434,0.8423125006537273,0.8884821110348786,1.0,1.0,0.0
pixel_only_w35,0,1,metal_plate,97,0.9978331527627302,0.9992488262910798,0.9692975201506434,0.8423125006537273,0.8884821110348786,1.0,1.0,0.0
pixel_strict_w25,0,1,metal_plate,97,0.9978331527627302,0.9992488262910798,0.9692975201506434,0.8423125006537273,0.8884821110348786,1.0,1.0,0.0
pixel_wide_w25,0,1,metal_plate,97,0.9978331527627302,0.9992488262910798,0.9692975201506434,0.8423125006537273,0.8884821110348786,1.0,1.0,0.0
visual_only,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
safe_default,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
pixel_only_w15,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
pixel_only_w25,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
pixel_only_w35,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
pixel_strict_w25,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
pixel_wide_w25,0,1,tubes,101,0.9098731884057972,0.9586008716101243,0.9744479363345157,0.5683018940230884,0.8639502702211095,1.0,1.0,0.0
visual_only,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
safe_default,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
pixel_only_w15,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
pixel_only_w25,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
pixel_only_w35,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
pixel_strict_w25,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
pixel_wide_w25,0,2,bracket_black,79,0.4348404255319149,0.5697768789231128,0.9314756768314831,0.03925253114936032,0.9358670513354156,1.0,1.0,0.0
visual_only,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
safe_default,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
pixel_only_w15,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
pixel_only_w25,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
pixel_only_w35,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
pixel_strict_w25,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
pixel_wide_w25,0,2,bracket_brown,77,0.49698340874811464,0.688985295541656,0.9264205135273007,0.043859852438342666,0.0,1.0,1.0,0.0
visual_only,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
safe_default,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
pixel_only_w15,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
pixel_only_w25,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
pixel_only_w35,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
pixel_strict_w25,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
pixel_wide_w25,0,2,bracket_white,60,0.7188888888888889,0.6221362603520907,0.9933704294990202,0.15110329937763117,0.935524989624711,1.0,1.0,0.0
visual_only,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
safe_default,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
pixel_only_w15,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
pixel_only_w25,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
pixel_only_w35,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
pixel_strict_w25,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
pixel_wide_w25,0,2,connector,44,0.7833333333333333,0.5496382464006424,0.965086733362671,0.16502135632391876,0.0,1.0,1.0,0.0
visual_only,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
safe_default,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
pixel_only_w15,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
pixel_only_w25,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
pixel_only_w35,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
pixel_strict_w25,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
pixel_wide_w25,0,2,metal_plate,97,0.9994582881906826,0.9998043818466353,0.9659608231224153,0.8401853447059873,0.910605536416793,1.0,1.0,0.0
visual_only,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
safe_default,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
pixel_only_w15,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
pixel_only_w25,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
pixel_only_w35,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
pixel_strict_w25,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
pixel_wide_w25,0,2,tubes,101,0.9298007246376812,0.9658865452226202,0.9764871532972129,0.5633850368172333,0.8643970563168673,1.0,1.0,0.0
visual_only,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
safe_default,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
pixel_only_w15,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
pixel_only_w25,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
pixel_only_w35,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
pixel_strict_w25,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
pixel_wide_w25,0,4,bracket_black,79,0.5844414893617021,0.7098206677221834,0.9657590491779957,0.106319849436186,0.8658688464323647,1.0,1.0,0.0
visual_only,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
safe_default,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
pixel_only_w15,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
pixel_only_w25,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
pixel_only_w35,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
pixel_strict_w25,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
pixel_wide_w25,0,4,bracket_brown,77,0.5256410256410255,0.7003111713642837,0.9345096765117528,0.04672807476512063,0.8674080297448119,1.0,1.0,0.0
visual_only,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.8742495778970114,1.0,1.0,0.0
safe_default,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.8742495778970114,1.0,1.0,0.0
pixel_only_w15,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.8742495778970114,1.0,1.0,0.0
pixel_only_w25,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.8742495778970114,1.0,1.0,0.0
pixel_only_w35,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.8742495778970114,1.0,1.0,0.0
pixel_strict_w25,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.8742495778970114,1.0,1.0,0.0
pixel_wide_w25,0,4,bracket_white,60,0.7122222222222223,0.6175486062739556,0.9944026556231891,0.08137411913355017,0.9291150774404898,1.0,0.9978874325752258,0.0
visual_only,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
safe_default,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
pixel_only_w15,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
pixel_only_w25,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
pixel_only_w35,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
pixel_strict_w25,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
pixel_wide_w25,0,4,connector,44,0.8404761904761904,0.6707477940671217,0.9694395155861583,0.20312442685895535,0.0,1.0,1.0,0.0
visual_only,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
safe_default,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
pixel_only_w15,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
pixel_only_w25,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
pixel_only_w35,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
pixel_strict_w25,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
pixel_wide_w25,0,4,metal_plate,97,1.0,1.0,0.9743994443218122,0.8746312656673793,0.9406990726137909,1.0,1.0,0.0
visual_only,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
safe_default,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
pixel_only_w15,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
pixel_only_w25,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
pixel_only_w35,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
pixel_strict_w25,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
pixel_wide_w25,0,4,tubes,101,0.9352355072463768,0.9745601032017173,0.9776733671057828,0.6039571672248637,0.8934054856365676,1.0,1.0,0.0
