category,query_index,query_rel,bank_index,bank_rel,strict_leave_image_memory,arm,grid,feature_source,score_mean,score_std,score_p50,score_p95,score_p99,score_max
bracket_white,0,bracket_white/train/good/023.png,1,bracket_white/train/good/103.png,True,multiscale_concat64,64,cached full896_extension dual-resolution clean feature,0.44574666788018646,0.12066418916313171,0.42247655987739563,0.6705665737390518,0.8424618095159531,1.2034832239151
bracket_white,0,bracket_white/train/good/023.png,1,bracket_white/train/good/103.png,True,late_mean64,64,cached full896_extension dual-resolution clean feature,0.4110104628494611,0.11884464985930256,0.3855788856744766,0.6382221728563309,0.8169422447681427,1.1999602317810059
bracket_white,1,bracket_white/train/good/103.png,0,bracket_white/train/good/023.png,True,full896_native64,64,cached full896_extension dual-resolution clean feature,0.38909574252182466,0.1024731330804869,0.3703513592481613,0.5859180390834808,0.7185310572385788,0.8806285858154297
bracket_white,1,bracket_white/train/good/103.png,0,bracket_white/train/good/023.png,True,dino448_bilinear64,64,cached full896_extension dual-resolution clean feature,0.4073038060788292,0.09902784513254453,0.39514271914958954,0.5986828505992889,0.6737542152404785,0.8015233278274536
bracket_white,1,bracket_white/train/good/103.png,0,bracket_white/train/good/023.png,True,multiscale_concat64,64,cached full896_extension dual-resolution clean feature,0.43222342759533205,0.09977422795360534,0.4168670028448105,0.6243612468242645,0.716473788022995,0.8603201508522034
bracket_white,1,bracket_white/train/good/103.png,0,bracket_white/train/good/023.png,True,late_mean64,64,cached full896_extension dual-resolution clean feature,0.3981997741410481,0.09587763661486282,0.38187114894390106,0.5862527936697006,0.6759168654680252,0.8380626440048218
connector,0,connector/train/good/048.png,1,connector/train/good/043.png,True,full896_native64,64,cached full896_extension dual-resolution clean feature,0.31810158187145987,0.11420815312280345,0.29250481724739075,0.5480476468801498,0.6264753043651581,0.8253535032272339
connector,0,connector/train/good/048.png,1,connector/train/good/043.png,True,dino448_bilinear64,64,cached full896_extension dual-resolution clean feature,0.3343153548901725,0.12407456580562609,0.31619806587696075,0.5596523433923721,0.6224349439144135,0.7032338976860046
connector,0,connector/train/good/048.png,1,connector/train/good/043.png,True,multiscale_concat64,64,cached full896_extension dual-resolution clean feature,0.3617666832533004,0.1283388060276588,0.3417195975780487,0.5950364768505096,0.6600026488304138,0.7484850883483887
connector,0,connector/train/good/048.png,1,connector/train/good/043.png,True,late_mean64,64,cached full896_extension dual-resolution clean feature,0.3262084685332667,0.11442448151336132,0.30388906598091125,0.547341376543045,0.6132415235042572,0.7071911692619324
connector,1,connector/train/good/043.png,0,connector/train/good/048.png,True,full896_native64,64,cached full896_extension dual-resolution clean feature,0.3185687830039683,0.12177050539604178,0.28976212441921234,0.5707470923662186,0.7139336615800858,0.82171630859375
connector,1,connector/train/good/043.png,0,connector/train/good/048.png,True,dino448_bilinear64,64,cached full896_extension dual-resolution clean feature,0.3359658313063889,0.13596390268344086,0.30797380208969116,0.5963668078184128,0.742562472820282,0.8474282026290894
connector,1,connector/train/good/043.png,0,connector/train/good/048.png,True,multiscale_concat64,64,cached full896_extension dual-resolution clean feature,0.36208325772066274,0.1362709487628945,0.33534885942935944,0.6253548264503479,0.7463430315256119,0.8619951009750366
connector,1,connector/train/good/043.png,0,connector/train/good/048.png,True,late_mean64,64,cached full896_extension dual-resolution clean feature,0.32726730730181686,0.1243788544872092,0.29730336368083954,0.5781712681055069,0.7186242341995239,0.804523229598999
tubes,0,tubes/train/good/069.png,1,tubes/train/good/105.png,True,full896_native64,64,cached full896_extension dual-resolution clean feature,0.338569700324598,0.1086079654085436,0.30638642609119415,0.5463759899139404,0.6141403615474701,0.7475515007972717
tubes,0,tubes/train/good/069.png,1,tubes/train/good/105.png,True,dino448_bilinear64,64,cached full896_extension dual-resolution clean feature,0.3198848613189966,0.10386847997146105,0.2961527407169342,0.5040073394775391,0.5767741799354553,0.7032871246337891
tubes,0,tubes/train/good/069.png,1,tubes/train/good/105.png,True,multiscale_concat64,64,cached full896_extension dual-resolution clean feature,0.36418034924012943,0.11004582628158953,0.33872485160827637,0.565253496170044,0.6315634697675705,0.7138778567314148
tubes,0,tubes/train/good/069.png,1,tubes/train/good/105.png,True,late_mean64,64,cached full896_extension dual-resolution clean feature,0.32922728100437837,0.10213622442741772,0.29783695936203003,0.5201999694108963,0.5777816772460938,0.6840023994445801
tubes,1,tubes/train/good/105.png,0,tubes/train/good/069.png,True,full896_native64,64,cached full896_extension dual-resolution clean feature,0.33430787471377954,0.10277909025153877,0.30618081986904144,0.5311109572649002,0.5947467684745789,0.7174980640411377
tubes,1,tubes/train/good/105.png,0,tubes/train/good/069.png,True,dino448_bilinear64,64,cached full896_extension dual-resolution clean feature,0.31344384473168674,0.09543208976125347,0.294744536280632,0.4830078259110451,0.5380673706531525,0.6432563662528992
tubes,1,tubes/train/good/105.png,0,tubes/train/good/069.png,True,multiscale_concat64,64,cached full896_extension dual-resolution clean feature,0.35797848959144574,0.10228824222446395,0.3364937752485275,0.540966346859932,0.5955041199922562,0.7284919619560242
tubes,1,tubes/train/good/105.png,0,tubes/train/good/069.png,True,late_mean64,64,cached full896_extension dual-resolution clean feature,0.3238758595415874,0.09472103191294988,0.2984977960586548,0.4993407726287842,0.5517302304506302,0.6512432098388672
