candidate,seed,shot,category,samples,pixel_stride,visual_pixel_auroc,visual_pixel_ap,visual_aupro,fused_pixel_auroc,fused_pixel_ap,fused_aupro,delta_pixel_auroc,delta_pixel_ap,delta_aupro,oracle_pixel_ap_gain,routing_efficiency_ap,rescue_pixel_count,rescue_true_pixel_count,rescue_coverage,anomaly_coverage,rescue_precision,harm_rate,anomaly_prevalence,rescue_precision_lift,image_rescue_enabled,test_labels_used_by_router
region_permissive,0,1,bracket_black,79,8,0.9324282911875085,0.024394520289369392,0.8060653018774582,0.9324282996755464,0.024394516751696474,0.8060653018774582,8.488037939180515e-09,-3.537672918496604e-09,0.0,0.32067709252424736,-1.1031885348121989e-08,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_balanced,0,1,bracket_black,79,8,0.9324282911875085,0.024394520289369392,0.8060653018774582,0.9324282996755464,0.024394516751696474,0.8060653018774582,8.488037939180515e-09,-3.537672918496604e-09,0.0,0.32067709252424736,-1.1031885348121989e-08,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_strict,0,1,bracket_black,79,8,0.9324282911875085,0.024394520289369392,0.8060653018774582,0.9324282996755464,0.024394516751696474,0.8060653018774582,8.488037939180515e-09,-3.537672918496604e-09,0.0,0.32067709252424736,-1.1031885348121989e-08,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_wide_visual,0,1,bracket_black,79,8,0.9324282911875085,0.024394520289369392,0.8060653018774582,0.9324282996755464,0.024394516751696474,0.8060653018774582,8.488037939180515e-09,-3.537672918496604e-09,0.0,0.32067709252424736,-1.1031885348121989e-08,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_permissive,0,1,bracket_brown,77,8,0.9308236922739413,0.04568812907492223,0.7205988955344165,0.9308236884608684,0.045688040040806586,0.7205988955344165,-3.813072968483766e-09,-8.903411564259445e-08,0.0,0.29096028284274866,-3.060009248434554e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_balanced,0,1,bracket_brown,77,8,0.9308236922739413,0.04568812907492223,0.7205988955344165,0.9308236884608684,0.045688040040806586,0.7205988955344165,-3.813072968483766e-09,-8.903411564259445e-08,0.0,0.29096028284274866,-3.060009248434554e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_strict,0,1,bracket_brown,77,8,0.9308236922739413,0.04568812907492223,0.7205988955344165,0.9308236884608684,0.045688040040806586,0.7205988955344165,-3.813072968483766e-09,-8.903411564259445e-08,0.0,0.29096028284274866,-3.060009248434554e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_wide_visual,0,1,bracket_brown,77,8,0.9308236922739413,0.04568812907492223,0.7205988955344165,0.9308236884608684,0.045688040040806586,0.7205988955344165,-3.813072968483766e-09,-8.903411564259445e-08,0.0,0.29096028284274866,-3.060009248434554e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_permissive,0,1,bracket_white,60,8,0.9912126681180973,0.09433514780956423,0.966919326955204,0.9912126681180973,0.09433514780956422,0.9669199190666261,0.0,-1.3877787807814457e-17,5.921114221152379e-07,0.06012569101090906,-2.308129449239345e-16,23,0,0.00012223639455782314,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_balanced,0,1,bracket_white,60,8,0.9912126681180973,0.09433514780956423,0.966919326955204,0.9912126681180973,0.09433514780956422,0.966919326955204,0.0,-1.3877787807814457e-17,0.0,0.06012569101090906,-2.308129449239345e-16,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_strict,0,1,bracket_white,60,8,0.9912126681180973,0.09433514780956423,0.966919326955204,0.9912126681180973,0.09433514780956422,0.966919326955204,0.0,-1.3877787807814457e-17,0.0,0.06012569101090906,-2.308129449239345e-16,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_wide_visual,0,1,bracket_white,60,8,0.9912126681180973,0.09433514780956423,0.966919326955204,0.9912126681180973,0.09433514780956422,0.966919326955204,0.0,-1.3877787807814457e-17,0.0,0.06012569101090906,-2.308129449239345e-16,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_permissive,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.7874020130710055,0.9467822385194103,0.09832220422608803,0.7874020130710055,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,6,0,4.348330241187384e-05,0.0,0.0,1.0,0.005536873840445269,0.0,False,False
region_balanced,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.7874020130710055,0.9467822385194103,0.09832220422608803,0.7874020130710055,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_strict,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.7874020130710055,0.9467822385194103,0.09832220422608803,0.7874020130710055,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_wide_visual,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.7874020130710055,0.9467822385194103,0.09832220422608803,0.7874020130710055,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_permissive,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9062691767482376,0.9703775894134654,0.8471732114256537,0.9062691767482376,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_balanced,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9062691767482376,0.9703775894134654,0.8471732114256537,0.9062691767482376,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_strict,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9062691767482376,0.9703775894134654,0.8471732114256537,0.9062691767482376,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_wide_visual,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.9062691767482376,0.9703775894134654,0.8471732114256537,0.9062691767482376,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_permissive,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.89519275385997,0.9750213776571748,0.5715178989790408,0.89519275385997,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_balanced,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.89519275385997,0.9750213776571748,0.5715178989790408,0.89519275385997,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_strict,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.89519275385997,0.9750213776571748,0.5715178989790408,0.89519275385997,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_wide_visual,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.89519275385997,0.9750213776571748,0.5715178989790408,0.89519275385997,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_permissive,0,2,bracket_black,79,8,0.9367137742590673,0.04782129234552851,0.7947617178712895,0.9367137572829913,0.047821290514384385,0.7947617178712895,-1.6976075989383332e-08,-1.8311441252194527e-09,0.0,0.32318669937110583,-5.665901872764892e-09,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_balanced,0,2,bracket_black,79,8,0.9367137742590673,0.04782129234552851,0.7947617178712895,0.9367137572829913,0.047821290514384385,0.7947617178712895,-1.6976075989383332e-08,-1.8311441252194527e-09,0.0,0.32318669937110583,-5.665901872764892e-09,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_strict,0,2,bracket_black,79,8,0.9367137742590673,0.04782129234552851,0.7947617178712895,0.9367137572829913,0.047821290514384385,0.7947617178712895,-1.6976075989383332e-08,-1.8311441252194527e-09,0.0,0.32318669937110583,-5.665901872764892e-09,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_wide_visual,0,2,bracket_black,79,8,0.9367137742590673,0.04782129234552851,0.7947617178712895,0.9367137572829913,0.047821290514384385,0.7947617178712895,-1.6976075989383332e-08,-1.8311441252194527e-09,0.0,0.32318669937110583,-5.665901872764892e-09,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_permissive,0,2,bracket_brown,77,8,0.9268724011691629,0.04330874991398748,0.7591213883257456,0.9268723878234076,0.04330868632750786,0.7591213883257456,-1.3345755278670879e-08,-6.358647961640651e-08,0.0,0.2786675882509735,-2.281803923287242e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_balanced,0,2,bracket_brown,77,8,0.9268724011691629,0.04330874991398748,0.7591213883257456,0.9268723878234076,0.04330868632750786,0.7591213883257456,-1.3345755278670879e-08,-6.358647961640651e-08,0.0,0.2786675882509735,-2.281803923287242e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_strict,0,2,bracket_brown,77,8,0.9268724011691629,0.04330874991398748,0.7591213883257456,0.9268723878234076,0.04330868632750786,0.7591213883257456,-1.3345755278670879e-08,-6.358647961640651e-08,0.0,0.2786675882509735,-2.281803923287242e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_wide_visual,0,2,bracket_brown,77,8,0.9268724011691629,0.04330874991398748,0.7591213883257456,0.9268723878234076,0.04330868632750786,0.7591213883257456,-1.3345755278670879e-08,-6.358647961640651e-08,0.0,0.2786675882509735,-2.281803923287242e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_permissive,0,2,bracket_white,60,8,0.994862301801044,0.14577065697861974,0.976835317196936,0.994862301801044,0.14577065697861968,0.976835317196936,0.0,-5.551115123125783e-17,0.0,0.061823214488525347,-8.979014063003944e-16,25,0,0.0001328656462585034,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_balanced,0,2,bracket_white,60,8,0.994862301801044,0.14577065697861974,0.976835317196936,0.9948623018010438,0.14577065697861968,0.976835317196936,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,0.061823214488525347,-8.979014063003944e-16,4,0,2.1258503401360543e-05,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_strict,0,2,bracket_white,60,8,0.994862301801044,0.14577065697861974,0.976835317196936,0.9948623018010438,0.14577065697861968,0.976835317196936,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,0.061823214488525347,-8.979014063003944e-16,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_wide_visual,0,2,bracket_white,60,8,0.994862301801044,0.14577065697861974,0.976835317196936,0.9948623018010438,0.14577065697861968,0.976835317196936,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,0.061823214488525347,-8.979014063003944e-16,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_permissive,0,2,connector,44,8,0.9649259348499104,0.1676141611672435,0.8617692404867989,0.9649259348499105,0.1676141611672435,0.8617692404867989,1.1102230246251565e-16,0.0,0.0,0.6430410249088276,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_balanced,0,2,connector,44,8,0.9649259348499104,0.1676141611672435,0.8617692404867989,0.9649259348499105,0.1676141611672435,0.8617692404867989,1.1102230246251565e-16,0.0,0.0,0.6430410249088276,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_strict,0,2,connector,44,8,0.9649259348499104,0.1676141611672435,0.8617692404867989,0.9649259348499105,0.1676141611672435,0.8617692404867989,1.1102230246251565e-16,0.0,0.0,0.6430410249088276,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_wide_visual,0,2,connector,44,8,0.9649259348499104,0.1676141611672435,0.8617692404867989,0.9649259348499105,0.1676141611672435,0.8617692404867989,1.1102230246251565e-16,0.0,0.0,0.6430410249088276,0.0,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_permissive,0,2,metal_plate,97,8,0.9670085702492888,0.8454822628598787,0.9179356450617072,0.967042253909204,0.8454940078457469,0.9179554521346835,3.368365991518463e-05,1.1744985868200608e-05,1.9807072976329998e-05,0.26946764435675197,4.358588540838416e-05,1150,20,0.003780507048180097,0.0005571185826903257,0.017391304347826087,0.9826086956521739,0.11801428045444982,0.14736610078759613,False,False
region_balanced,0,2,metal_plate,97,8,0.9670085702492888,0.8454822628598787,0.9179356450617072,0.9670085573748,0.8454822274218383,0.9179359911493898,-1.2874488808378715e-08,-3.543804039107812e-08,3.4608768262334166e-07,0.26946764435675197,-1.3151130064491603e-07,232,0,0.0007626762045024196,0.0,0.0,1.0,0.11801428045444982,0.0,False,False
region_strict,0,2,metal_plate,97,8,0.9670085702492888,0.8454822628598787,0.9179356450617072,0.9670085695225032,0.8454822288590582,0.9179359911493898,-7.267855206549712e-10,-3.400082049243025e-08,3.4608768262334166e-07,0.26946764435675197,-1.261777478835867e-07,95,0,0.000312302756154008,0.0,0.0,1.0,0.11801428045444982,0.0,False,False
region_wide_visual,0,2,metal_plate,97,8,0.9670085702492888,0.8454822628598787,0.9179356450617072,0.9670195989620487,0.8454854079215568,0.9179359911493898,1.102871275993067e-05,3.145061678089256e-06,3.4608768262334166e-07,0.26946764435675197,1.1671388917941721e-05,802,11,0.0026364927414264674,0.0003064152204796791,0.01371571072319202,0.986284289276808,0.11801428045444982,0.11622077150642711,False,False
region_permissive,0,2,tubes,101,8,0.976820814778134,0.5663739415777083,0.9054509943774692,0.9768208197037551,0.5663734722261131,0.9054509943774692,4.925621133189395e-09,-4.6935159514482905e-07,0.0,0.5659601985808151,-8.293014178766653e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_balanced,0,2,tubes,101,8,0.976820814778134,0.5663739415777083,0.9054509943774692,0.9768208197037551,0.5663734722261131,0.9054509943774692,4.925621133189395e-09,-4.6935159514482905e-07,0.0,0.5659601985808151,-8.293014178766653e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_strict,0,2,tubes,101,8,0.976820814778134,0.5663739415777083,0.9054509943774692,0.9768208197037551,0.5663734722261131,0.9054509943774692,4.925621133189395e-09,-4.6935159514482905e-07,0.0,0.5659601985808151,-8.293014178766653e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_wide_visual,0,2,tubes,101,8,0.976820814778134,0.5663739415777083,0.9054509943774692,0.9768208197037551,0.5663734722261131,0.9054509943774692,4.925621133189395e-09,-4.6935159514482905e-07,0.0,0.5659601985808151,-8.293014178766653e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_permissive,0,4,bracket_black,79,8,0.9690521380790564,0.13170098182448509,0.8810290065344628,0.9690521380790564,0.1317009818244851,0.8810290065344628,0.0,2.7755575615628914e-17,0.0,0.3058512683434229,9.074860394060477e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_balanced,0,4,bracket_black,79,8,0.9690521380790564,0.13170098182448509,0.8810290065344628,0.9690521380790564,0.1317009818244851,0.8810290065344628,0.0,2.7755575615628914e-17,0.0,0.3058512683434229,9.074860394060477e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_strict,0,4,bracket_black,79,8,0.9690521380790564,0.13170098182448509,0.8810290065344628,0.9690521380790564,0.1317009818244851,0.8810290065344628,0.0,2.7755575615628914e-17,0.0,0.3058512683434229,9.074860394060477e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_wide_visual,0,4,bracket_black,79,8,0.9690521380790564,0.13170098182448509,0.8810290065344628,0.9690521380790564,0.1317009818244851,0.8810290065344628,0.0,2.7755575615628914e-17,0.0,0.3058512683434229,9.074860394060477e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_permissive,0,4,bracket_brown,77,8,0.9352838913443362,0.046818892405918716,0.8084082657381365,0.9352838913443363,0.0468188605048198,0.8084580208282716,1.1102230246251565e-16,-3.190109891526571e-08,4.975509013505075e-05,0.274646142168526,-1.1615345718452086e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_balanced,0,4,bracket_brown,77,8,0.9352838913443362,0.046818892405918716,0.8084082657381365,0.9352838913443363,0.0468188605048198,0.8084580208282716,1.1102230246251565e-16,-3.190109891526571e-08,4.975509013505075e-05,0.274646142168526,-1.1615345718452086e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_strict,0,4,bracket_brown,77,8,0.9352838913443362,0.046818892405918716,0.8084082657381365,0.9352838913443363,0.0468188605048198,0.8084580208282716,1.1102230246251565e-16,-3.190109891526571e-08,4.975509013505075e-05,0.274646142168526,-1.1615345718452086e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_wide_visual,0,4,bracket_brown,77,8,0.9352838913443362,0.046818892405918716,0.8084082657381365,0.9352838913443363,0.0468188605048198,0.8084580208282716,1.1102230246251565e-16,-3.190109891526571e-08,4.975509013505075e-05,0.274646142168526,-1.1615345718452086e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_permissive,0,4,bracket_white,60,8,0.9956779742839408,0.10416485177295358,0.9841874238440806,0.9956779742839408,0.10416485177295357,0.9841874238440806,0.0,-1.3877787807814457e-17,0.0,0.05782095000702554,-2.400131406718194e-16,52,0,0.0002763605442176871,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_balanced,0,4,bracket_white,60,8,0.9956779742839408,0.10416485177295358,0.9841874238440806,0.9956779742839408,0.10416485177295357,0.9841874238440806,0.0,-1.3877787807814457e-17,0.0,0.05782095000702554,-2.400131406718194e-16,29,0,0.00015412414965986393,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_strict,0,4,bracket_white,60,8,0.9956779742839408,0.10416485177295358,0.9841874238440806,0.9956779742839408,0.10416485177295357,0.9841874238440806,0.0,-1.3877787807814457e-17,0.0,0.05782095000702554,-2.400131406718194e-16,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_wide_visual,0,4,bracket_white,60,8,0.9956779742839408,0.10416485177295358,0.9841874238440806,0.9956779742839408,0.10416485177295357,0.9841874238440806,0.0,-1.3877787807814457e-17,0.0,0.05782095000702554,-2.400131406718194e-16,10,0,5.314625850340136e-05,0.0,0.0,1.0,0.00022852891156462584,0.0,False,False
region_permissive,0,4,connector,44,8,0.9693903472926496,0.206995628558822,0.8900752668848569,0.9693903234458976,0.20699552346513267,0.8900752668848569,-2.3846752017497863e-08,-1.050936893343124e-07,0.0,0.6602883220355846,-1.591633318764778e-07,11,0,7.971938775510203e-05,0.0,0.0,1.0,0.005536873840445269,0.0,False,False
region_balanced,0,4,connector,44,8,0.9693903472926496,0.206995628558822,0.8900752668848569,0.9693903234458976,0.20699552346513267,0.8900752668848569,-2.3846752017497863e-08,-1.050936893343124e-07,0.0,0.6602883220355846,-1.591633318764778e-07,5,0,3.62360853432282e-05,0.0,0.0,1.0,0.005536873840445269,0.0,False,False
region_strict,0,4,connector,44,8,0.9693903472926496,0.206995628558822,0.8900752668848569,0.9693903234458976,0.20699552346513267,0.8900752668848569,-2.3846752017497863e-08,-1.050936893343124e-07,0.0,0.6602883220355846,-1.591633318764778e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_wide_visual,0,4,connector,44,8,0.9693903472926496,0.206995628558822,0.8900752668848569,0.9693903234458976,0.20699552346513267,0.8900752668848569,-2.3846752017497863e-08,-1.050936893343124e-07,0.0,0.6602883220355846,-1.591633318764778e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_permissive,0,4,metal_plate,97,8,0.9747075617683758,0.8750971610375512,0.9363702157946618,0.9748116515427747,0.8752167689385943,0.9366471609440701,0.00010408977439890776,0.00011960790104315056,0.00027694514940823645,0.26563582912953987,0.0004502702117974553,1723,87,0.005664185777403745,0.0024234658347029167,0.05049332559489263,0.9495066744051074,0.11801428045444982,0.42785775925127656,False,False
region_balanced,0,4,metal_plate,97,8,0.9747075617683758,0.8750971610375512,0.9363702157946618,0.9747074518680019,0.8750971107160572,0.9363702157946618,-1.0990037391245266e-07,-5.032149397177221e-08,0.0,0.26563582912953987,-1.8943790126757505e-07,407,0,0.0013379707553124343,0.0,0.0,1.0,0.11801428045444982,0.0,False,False
region_strict,0,4,metal_plate,97,8,0.9747075617683758,0.8750971610375512,0.9363702157946618,0.9747075549677385,0.8750971260971018,0.9363702157946618,-6.800637275539145e-09,-3.494044942264907e-08,0.0,0.26563582912953987,-1.315351529842385e-07,153,0,0.0005029718072796129,0.0,0.0,1.0,0.11801428045444982,0.0,False,False
region_wide_visual,0,4,metal_plate,97,8,0.9747075617683758,0.8750971610375512,0.9363702157946618,0.9747382204944784,0.8751285874604591,0.9364597710535982,3.06587261026392e-05,3.142642290787645e-05,8.955525893639127e-05,0.26563582912953987,0.00011830641600893023,1149,38,0.0037772196507468965,0.0010585253071116187,0.03307223672758921,0.9669277632724108,0.11801428045444982,0.2802392778249761,False,False
region_permissive,0,4,tubes,101,8,0.9779642201285419,0.6074572852833209,0.8922635589882192,0.9779642219756497,0.6074571095646794,0.8922635589882192,1.8471078000459329e-09,-1.7571864152632344e-07,0.0,0.5437517906137528,-3.231596558569183e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_balanced,0,4,tubes,101,8,0.9779642201285419,0.6074572852833209,0.8922635589882192,0.9779642219756497,0.6074571095646794,0.8922635589882192,1.8471078000459329e-09,-1.7571864152632344e-07,0.0,0.5437517906137528,-3.231596558569183e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_strict,0,4,tubes,101,8,0.9779642201285419,0.6074572852833209,0.8922635589882192,0.9779642219756497,0.6074571095646794,0.8922635589882192,1.8471078000459329e-09,-1.7571864152632344e-07,0.0,0.5437517906137528,-3.231596558569183e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_wide_visual,0,4,tubes,101,8,0.9779642201285419,0.6074572852833209,0.8922635589882192,0.9779642219756497,0.6074571095646794,0.8922635589882192,1.8471078000459329e-09,-1.7571864152632344e-07,0.0,0.5437517906137528,-3.231596558569183e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_permissive,1,1,bracket_black,79,8,0.9185940624340692,0.10445417867501305,0.8180566550245516,0.9185940794101453,0.10445417867501308,0.8180566550245516,1.6976076100405635e-08,2.7755575615628914e-17,0.0,0.30264043890361225,9.171139097002423e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_balanced,1,1,bracket_black,79,8,0.9185940624340692,0.10445417867501305,0.8180566550245516,0.9185940794101453,0.10445417867501308,0.8180566550245516,1.6976076100405635e-08,2.7755575615628914e-17,0.0,0.30264043890361225,9.171139097002423e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_strict,1,1,bracket_black,79,8,0.9185940624340692,0.10445417867501305,0.8180566550245516,0.9185940794101453,0.10445417867501308,0.8180566550245516,1.6976076100405635e-08,2.7755575615628914e-17,0.0,0.30264043890361225,9.171139097002423e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_wide_visual,1,1,bracket_black,79,8,0.9185940624340692,0.10445417867501305,0.8180566550245516,0.9185940794101453,0.10445417867501308,0.8180566550245516,1.6976076100405635e-08,2.7755575615628914e-17,0.0,0.30264043890361225,9.171139097002423e-17,0,0,0.0,0.0,0.0,0.0,0.0009606690777576853,0.0,False,False
region_permissive,1,1,bracket_brown,77,8,0.9360359151204016,0.05496216099742324,0.7665313124763032,0.9360359094007923,0.054962083333366565,0.7665313124763032,-5.719609341703347e-09,-7.766405667186671e-08,0.0,0.3126383049207983,-2.4841503887868635e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_balanced,1,1,bracket_brown,77,8,0.9360359151204016,0.05496216099742324,0.7665313124763032,0.9360359094007923,0.054962083333366565,0.7665313124763032,-5.719609341703347e-09,-7.766405667186671e-08,0.0,0.3126383049207983,-2.4841503887868635e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_strict,1,1,bracket_brown,77,8,0.9360359151204016,0.05496216099742324,0.7665313124763032,0.9360359094007923,0.054962083333366565,0.7665313124763032,-5.719609341703347e-09,-7.766405667186671e-08,0.0,0.3126383049207983,-2.4841503887868635e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_wide_visual,1,1,bracket_brown,77,8,0.9360359151204016,0.05496216099742324,0.7665313124763032,0.9360359094007923,0.054962083333366565,0.7665313124763032,-5.719609341703347e-09,-7.766405667186671e-08,0.0,0.3126383049207983,-2.4841503887868635e-07,0,0,0.0,0.0,0.0,0.0,0.0045181221839385105,0.0,False,False
region_permissive,1,1,bracket_white,60,8,0.9869170979812044,0.05627763059009143,0.9350094289605404,0.9869170979812043,0.056277630590091436,0.9350094289605404,-1.1102230246251565e-16,6.938893903907228e-18,0.0,0.08717604144307912,7.959634079551457e-17,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_balanced,1,1,bracket_white,60,8,0.9869170979812044,0.05627763059009143,0.9350094289605404,0.9869170979812043,0.056277630590091436,0.9350094289605404,-1.1102230246251565e-16,6.938893903907228e-18,0.0,0.08717604144307912,7.959634079551457e-17,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_strict,1,1,bracket_white,60,8,0.9869170979812044,0.05627763059009143,0.9350094289605404,0.9869170979812043,0.056277630590091436,0.9350094289605404,-1.1102230246251565e-16,6.938893903907228e-18,0.0,0.08717604144307912,7.959634079551457e-17,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_wide_visual,1,1,bracket_white,60,8,0.9869170979812044,0.05627763059009143,0.9350094289605404,0.9869170979812043,0.056277630590091436,0.9350094289605404,-1.1102230246251565e-16,6.938893903907228e-18,0.0,0.08717604144307912,7.959634079551457e-17,0,0,0.0,0.0,0.0,0.0,0.00022852891156462584,0.0,False,False
region_permissive,1,1,connector,44,8,0.9724262486731668,0.22323899397913644,0.8933795316759133,0.9724259148186387,0.22323896730861634,0.8933947469397634,-3.338545281339478e-07,-2.6670520097971107e-08,1.5215263850065774e-05,0.6138997789162225,-4.344442043138571e-08,27,0,0.00019567486085343228,0.0,0.0,1.0,0.005536873840445269,0.0,False,False
