candidate,seed,shot,category,samples,pixel_stride,visual_pixel_auroc,visual_pixel_ap,visual_aupro,fused_pixel_auroc,fused_pixel_ap,fused_aupro,delta_pixel_auroc,delta_pixel_ap,delta_aupro,oracle_pixel_ap_gain,routing_efficiency_ap,rescue_pixel_count,rescue_true_pixel_count,rescue_coverage,anomaly_coverage,rescue_precision,harm_rate,anomaly_prevalence,rescue_precision_lift,image_rescue_enabled,test_labels_used_by_router
region_permissive,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.710820727606006,0.9467822385194103,0.09832220422608803,0.710820727606006,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,6,0,4.348330241187384e-05,0.0,0.0,1.0,0.005536873840445269,0.0,False,False
region_balanced,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.710820727606006,0.9467822385194103,0.09832220422608803,0.710820727606006,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_strict,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.710820727606006,0.9467822385194103,0.09832220422608803,0.710820727606006,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_wide_visual,0,1,connector,44,8,0.9467822385194105,0.09832228961017495,0.710820727606006,0.9467822385194103,0.09832220422608803,0.710820727606006,-1.1102230246251565e-16,-8.538408691194377e-08,0.0,0.6382825051405978,-1.3377162341796565e-07,0,0,0.0,0.0,0.0,0.0,0.005536873840445269,0.0,False,False
region_permissive,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.8705671050928604,0.9703775894134654,0.8471732114256537,0.8705671050928604,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_balanced,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.8705671050928604,0.9703775894134654,0.8471732114256537,0.8705671050928604,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_strict,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.8705671050928604,0.9703775894134654,0.8471732114256537,0.8705671050928604,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_wide_visual,0,1,metal_plate,97,8,0.9703775891019858,0.8471732544842592,0.8705671050928604,0.9703775894134654,0.8471732114256537,0.8705671050928604,3.1147961987443296e-10,-4.3058605458945465e-08,0.0,0.2502038794764917,-1.720940760352643e-07,0,0,0.0,0.0,0.0,0.0,0.11801428045444982,0.0,False,False
region_permissive,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8666257806070994,0.9750213776571748,0.5715178989790408,0.8666257806070994,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_balanced,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8666257806070994,0.9750213776571748,0.5715178989790408,0.8666257806070994,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_strict,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8666257806070994,0.9750213776571748,0.5715178989790408,0.8666257806070994,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
region_wide_visual,0,1,tubes,101,8,0.9750213751943643,0.5715182717942442,0.8666257806070994,0.9750213776571748,0.5715178989790408,0.8666257806070994,2.4628105110835463e-09,-3.7281520337550944e-07,0.0,0.5630344224475281,-6.62153482117257e-07,0,0,0.0,0.0,0.0,0.0,0.00816137098403718,0.0,False,False
