method,seed,shot,category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
PromptAD,2,1,chewinggum,150,0.9235,0.967400596340295,0.8865979381443299,0.9917662892922203,0.6126687355584579,0.8822623359786305
PromptAD,2,1,fryum,150,0.8733,0.9342748783275152,0.862559241706161,0.957561903033292,0.3451917882294417,0.7823163958667889
PromptAD,2,1,macaroni1,200,0.8499000000000001,0.851988551843095,0.7765957446808511,0.9766176522009263,0.06358593469998168,0.8906755568600925
PromptAD,2,1,macaroni2,200,0.5936000000000001,0.5824097302074368,0.6911764705882352,0.9491294030496511,0.006431374858676153,0.8209980467852697
PromptAD,2,1,pcb1,200,0.8798,0.875367669388676,0.8471615720524017,0.9578139744900083,0.3080639994586965,0.854362738388661
PromptAD,2,1,pcb2,200,0.6677500000000001,0.662305759018694,0.6869565217391304,0.9388984870424335,0.08395380244332136,0.7314490934382237
PromptAD,2,1,pcb3,201,0.7308415841584158,0.7623049269427391,0.6973180076628352,0.9551990158291683,0.11722734545019706,0.805323918558698
PromptAD,2,1,pcb4,201,0.9045049504950495,0.9047282824012828,0.8258706467661692,0.9280329824471919,0.0953791807343694,0.6783971328674242
PromptAD,2,1,pipe_fryum,150,0.5516000000000001,0.7236651871280543,0.8032128514056226,0.9923697481604893,0.6429354885717472,0.9320236457263421
PromptAD,2,2,candle,200,0.8912000000000001,0.9134265612789343,0.8542713567839195,0.9491763476352362,0.1675130503919403,0.9125332321781963
PromptAD,2,2,capsules,160,0.8086666666666666,0.8925645196559906,0.8159203980099502,0.9560745599026687,0.29533980268185117,0.6153351773673268
PromptAD,2,2,cashew,150,0.9602,0.9799466149104825,0.9371980676328503,0.992231852446371,0.6396739205719432,0.9201527052499545
PromptAD,2,2,chewinggum,150,0.9282999999999999,0.9686586845545457,0.9035532994923858,0.9914605337184735,0.5898984151025746,0.8823795708308872
PromptAD,2,2,fryum,150,0.8514,0.9229092112103413,0.848780487804878,0.9537716911525154,0.34043471988647805,0.8260622869613774
PromptAD,2,2,macaroni1,200,0.8186000000000001,0.81931684208463,0.7543859649122807,0.9805212166345626,0.0766137218914008,0.8971508994166135
PromptAD,2,2,macaroni2,200,0.59545,0.5549074229388705,0.6875000000000001,0.9684640452183276,0.040872753645320045,0.8379180075041095
PromptAD,2,2,pcb1,200,0.8810000000000001,0.874432821427742,0.8495575221238937,0.963114109743625,0.24468186816946533,0.8762615271083452
PromptAD,2,2,pcb2,200,0.66545,0.6767895092499705,0.6919831223628692,0.9432243366380939,0.08763280908793483,0.7535003905983295
PromptAD,2,2,pcb3,201,0.7344059405940594,0.7603843459003793,0.6991869918699187,0.960826663006476,0.21305055116337707,0.8226623910732844
PromptAD,2,2,pcb4,201,0.919950495049505,0.9180185451328812,0.8392857142857143,0.9452245683411802,0.1397100462659087,0.7346563165752124
PromptAD,2,2,pipe_fryum,150,0.6281,0.7669679494517084,0.8064516129032258,0.9903174355402841,0.7271555332136208,0.9199403096585395
PromptAD,2,4,candle,200,0.85085,0.8681855536333989,0.798076923076923,0.9542014089049385,0.17711703492238223,0.915479889686328
PromptAD,2,4,capsules,160,0.7829999999999999,0.86769072919693,0.7848101265822783,0.9565154686565587,0.36711903699980697,0.6199067978687581
PromptAD,2,4,cashew,150,0.9593,0.9803842458289597,0.9306930693069307,0.9931819952629258,0.7257214574374774,0.9211535220103214
PromptAD,2,4,chewinggum,150,0.9255000000000001,0.9684592792607958,0.8924731182795699,0.9916040734512276,0.5712013637248518,0.8824947480474498
PromptAD,2,4,fryum,150,0.863,0.924972731207081,0.8807339449541285,0.9567420995609953,0.35379672935823747,0.8048415639263652
PromptAD,2,4,macaroni1,200,0.8152,0.8173365604243161,0.7654320987654321,0.9828561763409186,0.0795616304189995,0.9055128526869802
PromptAD,2,4,macaroni2,200,0.63115,0.5960601058668803,0.6984126984126985,0.9677982052054939,0.035138676198718716,0.8486169727998567
PromptAD,2,4,pcb1,200,0.8766499999999999,0.8687355978476095,0.8392857142857143,0.9638195885333707,0.40140012161612487,0.8744325797819947
PromptAD,2,4,pcb2,200,0.6677,0.6694868602622478,0.7073170731707317,0.9535058084531994,0.1076492856443063,0.7885208197333755
PromptAD,2,4,pcb3,201,0.7284158415841584,0.7655242679182637,0.690391459074733,0.9647798257708621,0.19796609649319513,0.8293054455008336
PromptAD,2,4,pcb4,201,0.9122772277227722,0.9107639911735912,0.8355555555555555,0.959458342838171,0.1806215449761063,0.7860899532671718
PromptAD,2,4,pipe_fryum,150,0.6348,0.7711637646215985,0.8064516129032258,0.9903376818860158,0.618185897779434,0.9363819737417778
