category,seed,shot,n_normal,n_anomaly,n_total,ap_a1_max,auroc_a1_max,ap_a1_top1,auroc_a1_top1,ap_text,auroc_text,dap_text,dauroc_text
connector,1,4,30,14,44,0.6175032594929764,0.8047619047619048,0.8836142032570604,0.9547619047619047,0.7665992220340045,0.8738095238095238,0.1490959625410282,0.06904761904761902
connector,2,1,30,14,44,0.5404959641049867,0.7166666666666667,0.6398942743206535,0.8238095238095238,0.7665992220340045,0.8738095238095238,0.22610325792901786,0.15714285714285714
connector,2,2,30,14,44,0.5954205406245432,0.7714285714285715,0.7334498834498835,0.888095238095238,0.7665992220340045,0.8738095238095238,0.17117868140946135,0.10238095238095235
connector,2,4,30,14,44,0.6272917243122293,0.8095238095238095,0.8243775203402532,0.9333333333333333,0.7665992220340045,0.8738095238095238,0.1393074977217752,0.06428571428571428
metal_plate,0,1,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,0,2,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,0,4,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,1,1,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,1,2,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,1,4,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,2,1,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,2,2,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
metal_plate,2,4,26,71,97,1.0,1.0,1.0,1.0,0.9419234017687528,0.84534127843987,-0.05807659823124722,-0.15465872156013005
tubes,0,1,32,69,101,0.9773282124774338,0.9406702898550725,0.9803013123290586,0.9515398550724637,0.9803538287540664,0.9542572463768116,0.003025616276632559,0.013586956521739135
tubes,0,2,32,69,101,0.9857863842897303,0.9660326086956521,0.986874088036683,0.9678442028985508,0.9803538287540664,0.9542572463768116,-0.005432555535663908,-0.011775362318840465
tubes,0,4,32,69,101,0.9851831501360323,0.9633152173913044,0.9881235355659131,0.9696557971014492,0.9803538287540664,0.9542572463768116,-0.004829321381965901,-0.009057971014492794
tubes,1,1,32,69,101,0.9887498910681627,0.9723731884057971,0.9942118154493015,0.9850543478260869,0.9803538287540664,0.9542572463768116,-0.008396062314096286,-0.018115942028985477
tubes,1,2,32,69,101,0.9868603575147542,0.9664855072463768,0.9907134948469912,0.9755434782608696,0.9803538287540664,0.9542572463768116,-0.006506528760687802,-0.012228260869565188
tubes,1,4,32,69,101,0.9889709696987737,0.9719202898550725,0.9887335861244954,0.9710144927536233,0.9803538287540664,0.9542572463768116,-0.008617140944707335,-0.017663043478260865
tubes,2,1,32,69,101,0.9859603325704384,0.9642210144927537,0.9917561269798896,0.9791666666666667,0.9803538287540664,0.9542572463768116,-0.005606503816371955,-0.009963768115942018
tubes,2,2,32,69,101,0.9883096437444261,0.9710144927536232,0.9911679751501814,0.978713768115942,0.9803538287540664,0.9542572463768116,-0.007955814990359689,-0.01675724637681153
tubes,2,4,32,69,101,0.9856928924356553,0.9646739130434783,0.9897434448218083,0.9741847826086956,0.9803538287540664,0.9542572463768116,-0.005339063681588874,-0.01041666666666663
